AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,target,id
4313.33,4007.69,4265.64,4116.92,4351.79,4627.69,4088.21,4633.33,4227.69,4267.18,4227.18,4288.21,4640.51,4381.03,1,446
4317.44,4010.26,4270.77,4123.08,4348.72,4626.67,4087.69,4628.21,4224.62,4273.85,4234.87,4297.44,4649.74,4387.18,1,447
4305.64,4000.51,4266.67,4121.03,4352.31,4632.82,4091.28,4623.59,4213.85,4270.26,4234.87,4299.49,4647.69,4380.0,1,448
4290.77,3991.28,4262.05,4116.92,4354.87,4631.79,4095.38,4627.18,4211.28,4265.13,4229.23,4295.9,4639.49,4369.74,1,449
4284.1,3992.82,4254.87,4116.41,4351.79,4630.77,4096.41,4626.15,4210.77,4265.13,4227.18,4289.23,4633.85,4365.13,1,450
4283.08,3992.82,4246.67,4112.82,4353.33,4636.41,4096.41,4624.62,4214.87,4264.1,4228.72,4283.59,4632.82,4366.15,1,451
4281.54,3988.21,4245.13,4108.72,4357.44,4640.0,4095.38,4635.9,4230.26,4267.18,4228.21,4281.03,4633.85,4367.69,1,452
4282.56,3991.28,4242.56,4106.15,4356.41,4640.51,4091.28,4647.18,4236.92,4275.38,4225.64,4277.44,4637.95,4366.15,1,453
4289.23,4004.1,4239.49,4108.72,4356.92,4640.0,4089.74,4644.1,4229.23,4281.03,4226.67,4274.36,4643.08,4368.72,1,454
4296.41,4012.31,4243.08,4113.85,4361.54,4639.49,4084.62,4636.92,4227.69,4281.03,4225.64,4270.77,4647.18,4374.87,1,455
4301.54,4011.79,4244.62,4116.41,4362.56,4637.44,4074.36,4634.87,4233.33,4277.95,4227.18,4270.26,4649.74,4377.44,1,456
4307.18,4017.44,4246.67,4126.15,4363.59,4632.82,4075.9,4632.31,4233.85,4277.95,4234.36,4275.9,4652.31,4377.44,1,457
4314.87,4025.64,4258.46,4137.95,4364.62,4635.9,4086.67,4628.72,4229.74,4280.51,4235.9,4283.08,4651.28,4380.0,1,458
4316.41,4026.15,4266.67,4138.46,4362.05,4640.51,4090.26,4628.72,4223.59,4277.44,4228.72,4285.13,4644.62,4380.0,1,459
4311.28,4025.13,4266.67,4137.44,4361.54,4637.44,4087.69,4627.18,4215.38,4271.28,4225.13,4286.15,4641.03,4373.85,1,460
4306.15,4022.05,4265.13,4136.41,4361.54,4636.41,4091.79,4621.54,4209.23,4270.26,4225.13,4280.51,4640.51,4366.67,1,461
4300.51,4010.77,4256.41,4127.69,4360.0,4638.97,4095.38,4618.97,4206.15,4269.23,4218.46,4270.26,4636.41,4362.05,1,462
4295.9,4003.59,4247.18,4120.51,4356.41,4635.38,4090.77,4622.05,4214.87,4270.77,4218.97,4273.85,4636.92,4364.1,1,463
4296.92,4007.18,4253.85,4123.08,4353.33,4629.23,4088.21,4631.28,4231.79,4280.51,4229.23,4286.15,4644.1,4370.26,1,464
4298.97,4003.08,4263.59,4122.56,4347.18,4626.67,4089.23,4638.97,4236.92,4282.56,4229.23,4288.21,4643.59,4370.77,1,465
4297.95,3992.82,4260.51,4118.46,4345.13,4626.67,4091.28,4642.56,4237.44,4278.46,4225.13,4287.18,4637.44,4367.69,1,466
4294.87,3993.85,4257.44,4117.95,4351.28,4630.77,4094.36,4644.1,4243.59,4282.56,4230.26,4290.77,4641.54,4370.77,1,467
4292.82,3996.92,4261.54,4120.51,4353.33,4634.36,4096.92,4643.08,4240.0,4281.03,4231.79,4292.82,4643.59,4367.18,1,468
4288.21,3990.26,4260.51,4118.46,4349.23,4637.95,4098.46,4643.59,4226.67,4265.64,4220.0,4283.59,4630.77,4350.77,1,469
4278.97,3988.21,4250.26,4112.82,4351.79,4645.13,4096.92,4638.97,4216.92,4254.36,4207.69,4272.31,4613.85,4340.51,1,470
4272.31,3990.77,4238.46,4114.87,4359.49,4643.59,4091.79,4628.72,4209.23,4249.23,4200.51,4263.08,4608.21,4335.38,1,471
4270.26,3988.21,4231.28,4116.41,4358.97,4635.38,4087.18,4623.59,4207.18,4244.62,4194.36,4251.79,4607.69,4327.69,1,472
4271.28,3988.72,4231.79,4111.28,4355.9,4633.33,4085.64,4625.64,4212.82,4244.62,4192.31,4247.18,4607.69,4330.26,1,473
4277.44,3996.92,4238.46,4113.85,4355.38,4633.85,4086.15,4633.33,4221.54,4255.9,4203.59,4254.36,4616.92,4345.13,1,474
4291.28,4004.1,4245.64,4121.03,4354.36,4631.28,4089.74,4644.62,4235.9,4276.41,4220.51,4266.15,4633.85,4356.41,1,475
4300.0,4008.21,4253.33,4121.54,4351.79,4628.72,4093.33,4648.21,4241.03,4288.21,4227.18,4272.82,4641.54,4361.03,1,476
4297.95,4007.69,4263.59,4122.56,4346.15,4626.67,4091.79,4639.49,4227.69,4278.46,4224.62,4274.36,4635.9,4360.0,1,477
4297.95,4009.74,4270.26,4125.64,4347.18,4625.13,4088.72,4630.77,4218.46,4266.15,4223.08,4279.49,4628.21,4357.95,1,478
4303.59,4012.82,4267.69,4125.64,4352.31,4627.18,4086.67,4623.08,4213.85,4263.08,4218.46,4282.05,4624.62,4356.92,1,479
4302.05,4008.21,4264.1,4122.56,4349.74,4630.77,4087.69,4621.54,4207.18,4255.38,4210.26,4276.41,4619.49,4353.33,1,480
4293.33,4000.0,4263.08,4115.9,4342.05,4631.28,4092.31,4621.03,4200.51,4238.46,4203.08,4270.77,4610.26,4347.69,1,481
4288.72,3998.97,4261.03,4115.9,4345.64,4629.23,4093.85,4616.41,4200.0,4227.18,4196.92,4271.79,4605.13,4346.67,1,482
4288.21,4001.54,4262.56,4121.54,4351.28,4624.1,4090.26,4614.87,4201.03,4231.28,4193.85,4270.26,4605.64,4349.23,1,483
4288.72,4002.56,4263.08,4115.9,4347.69,4623.59,4091.79,4617.95,4200.0,4236.92,4194.36,4263.08,4605.64,4347.69,1,484
4288.72,4000.0,4255.9,4110.26,4346.67,4627.18,4094.87,4621.03,4202.05,4234.36,4196.41,4261.03,4607.69,4345.13,1,485
4283.08,3994.87,4248.72,4118.97,4349.23,4627.69,4091.28,4625.64,4209.74,4238.97,4201.03,4262.56,4613.85,4343.08,1,486
4280.0,3996.92,4247.18,4125.13,4349.74,4624.1,4090.77,4628.21,4213.85,4252.82,4209.23,4262.56,4619.49,4343.59,1,487
4284.1,4002.56,4248.21,4120.51,4345.13,4624.1,4096.92,4623.59,4207.69,4261.03,4216.92,4264.1,4624.62,4348.72,1,488
4283.08,3993.33,4249.74,4118.97,4341.54,4630.26,4101.03,4626.15,4216.41,4268.72,4223.59,4271.79,4630.77,4352.31,1,489
4277.44,3986.15,4250.77,4118.97,4343.59,4634.87,4101.54,4639.49,4237.44,4280.0,4229.23,4281.54,4631.79,4352.31,1,490
4285.64,4000.0,4249.23,4113.85,4346.15,4637.95,4103.59,4642.56,4241.03,4278.97,4224.1,4280.0,4625.64,4354.87,1,491
4304.1,4020.51,4253.85,4118.46,4347.18,4638.97,4103.08,4636.41,4229.23,4272.82,4211.79,4273.85,4621.03,4364.62,1,492
4318.46,4033.33,4264.62,4134.87,4347.18,4634.36,4096.92,4632.82,4223.59,4273.33,4215.38,4280.0,4625.13,4375.38,1,493
4326.15,4040.0,4265.64,4141.03,4349.23,4625.64,4088.72,4629.23,4223.59,4268.21,4222.05,4283.08,4632.82,4377.95,1,494
4329.74,4042.05,4266.15,4138.97,4352.31,4623.08,4085.13,4627.18,4222.56,4262.05,4217.95,4277.95,4634.36,4377.44,1,495
4330.26,4040.0,4271.79,4141.54,4353.85,4627.69,4086.67,4632.82,4224.1,4260.51,4216.41,4280.0,4630.77,4380.51,1,496
4328.21,4038.46,4271.79,4141.03,4350.77,4626.15,4087.69,4632.31,4213.85,4252.82,4218.97,4282.56,4628.21,4380.0,1,497
4323.08,4034.87,4264.1,4135.9,4345.13,4618.97,4087.18,4615.38,4188.72,4242.05,4210.26,4274.87,4620.51,4370.26,1,498
4312.31,4031.79,4262.56,4135.38,4343.08,4615.38,4085.13,4596.41,4173.33,4233.33,4197.95,4267.18,4606.67,4358.46,1,499
4307.69,4031.79,4264.1,4136.41,4342.56,4615.38,4086.67,4595.38,4177.95,4227.69,4193.33,4265.64,4597.44,4352.31,1,500
4311.79,4034.36,4263.59,4136.41,4341.03,4617.95,4090.77,4606.15,4189.23,4231.28,4192.82,4265.64,4601.54,4353.33,1,501
4312.31,4033.85,4265.13,4137.44,4341.03,4620.51,4092.31,4610.26,4202.56,4244.62,4195.9,4267.69,4607.69,4356.92,1,502
4305.13,4026.15,4262.05,4129.74,4340.51,4625.64,4090.77,4614.87,4216.92,4251.79,4197.44,4267.18,4606.15,4356.92,1,503
4304.1,4025.64,4254.36,4124.1,4342.05,4629.23,4088.72,4625.64,4217.95,4251.28,4202.05,4264.1,4608.72,4359.49,1,504
4311.28,4036.41,4254.36,4131.28,4347.18,4625.64,4086.15,4629.74,4210.26,4253.85,4209.23,4266.67,4618.46,4367.18,1,505
4316.41,4040.51,4260.51,4136.92,4349.23,4621.03,4083.08,4625.64,4209.74,4255.38,4208.72,4270.26,4623.08,4369.23,1,506
4321.54,4041.03,4270.26,4141.03,4351.28,4619.49,4078.46,4616.41,4207.18,4250.26,4206.67,4272.31,4623.59,4370.26,1,507
4326.67,4048.21,4277.95,4149.23,4353.33,4615.9,4071.28,4604.1,4195.9,4245.13,4212.31,4277.44,4627.18,4375.9,1,508
4328.21,4050.26,4280.51,4154.36,4349.23,4612.31,4067.69,4598.97,4193.85,4248.72,4217.95,4281.54,4629.23,4377.95,1,509
4325.13,4043.08,4280.0,4150.26,4345.64,4613.33,4075.9,4605.64,4199.49,4251.79,4214.87,4278.97,4628.21,4370.26,1,510
4315.38,4035.38,4274.36,4143.59,4348.21,4618.97,4088.72,4607.69,4190.77,4245.13,4209.23,4272.31,4622.05,4358.46,1,511
4301.54,4026.67,4264.62,4135.38,4346.67,4624.62,4092.31,4601.54,4174.87,4232.31,4203.08,4266.15,4605.64,4348.21,1,512
4292.82,4018.46,4258.46,4127.18,4338.97,4622.56,4088.21,4603.08,4177.44,4225.13,4194.87,4263.08,4594.87,4344.62,1,513
4294.87,4015.9,4261.54,4122.56,4334.87,4619.49,4087.18,4614.36,4193.33,4229.23,4194.36,4265.64,4600.0,4349.74,1,514
4297.44,4015.38,4263.59,4120.0,4334.36,4623.08,4088.72,4620.51,4197.44,4233.85,4197.44,4268.72,4603.59,4352.31,1,515
4296.92,4016.41,4262.56,4125.64,4335.9,4622.05,4086.67,4621.03,4196.41,4232.82,4191.79,4266.67,4598.46,4350.26,1,516
4303.08,4025.13,4263.59,4135.38,4341.54,4616.41,4083.08,4621.03,4200.0,4235.9,4191.28,4268.72,4599.49,4351.28,1,517
4311.79,4033.33,4267.69,4139.49,4346.15,4618.46,4083.08,4615.9,4200.0,4243.59,4202.05,4272.82,4608.72,4357.44,1,518
4310.26,4033.85,4270.26,4138.97,4344.1,4622.05,4082.05,4610.77,4203.08,4247.69,4207.18,4273.85,4610.77,4361.03,1,519
4302.56,4030.26,4267.69,4136.92,4340.0,4617.44,4074.87,4611.28,4208.72,4247.69,4202.05,4272.82,4604.62,4354.36,1,520
4301.03,4028.21,4268.72,4137.44,4341.54,4615.38,4070.26,4612.31,4203.59,4244.62,4201.54,4272.31,4604.1,4349.23,1,521
4307.18,4027.18,4276.92,4139.49,4342.05,4618.97,4075.38,4612.31,4194.87,4244.1,4206.15,4275.38,4608.21,4355.9,1,522
4312.82,4026.15,4279.49,4137.95,4342.56,4619.49,4078.97,4610.77,4192.82,4242.56,4207.18,4280.0,4608.72,4365.64,1,523
4311.79,4030.77,4272.31,4134.87,4349.74,4618.46,4075.38,4609.23,4196.41,4238.46,4207.69,4285.13,4613.33,4367.18,1,524
4307.18,4034.36,4266.67,4136.92,4352.31,4622.05,4077.95,4618.46,4207.18,4242.05,4208.21,4283.08,4618.46,4356.92,1,525
4296.92,4023.08,4259.49,4130.77,4343.59,4628.21,4087.18,4630.77,4214.36,4245.64,4199.49,4268.72,4606.67,4338.97,1,526
4290.26,4015.38,4253.85,4122.56,4341.54,4628.21,4089.74,4629.74,4212.82,4245.64,4190.77,4259.49,4597.44,4337.44,1,527
4298.97,4030.26,4259.49,4131.79,4351.79,4629.23,4088.21,4626.15,4213.33,4254.36,4197.95,4268.21,4606.67,4353.33,1,528
4307.69,4040.0,4264.62,4142.05,4353.85,4633.33,4088.72,4622.56,4208.72,4260.51,4206.15,4275.38,4613.33,4358.46,1,529
4304.1,4029.23,4265.13,4135.9,4343.08,4628.21,4087.18,4615.9,4201.54,4254.87,4205.64,4272.82,4611.79,4357.95,1,530
4305.13,4021.03,4270.77,4132.31,4337.95,4616.92,4084.1,4618.46,4208.72,4253.85,4209.23,4279.49,4617.44,4365.64,1,531
4313.85,4025.13,4283.59,4136.92,4341.54,4615.38,4085.13,4624.62,4210.77,4257.95,4216.41,4295.9,4623.59,4373.85,1,532
4317.44,4028.21,4290.26,4138.97,4341.03,4617.95,4087.18,4616.41,4192.82,4246.67,4215.38,4300.0,4624.62,4373.85,1,533
4317.44,4026.15,4287.18,4140.0,4338.46,4616.92,4084.1,4604.1,4180.51,4235.9,4210.26,4292.82,4623.59,4371.28,1,534
4315.38,4024.62,4283.08,4141.03,4343.59,4620.0,4080.51,4604.1,4180.51,4235.38,4210.26,4289.23,4618.97,4367.69,1,535
4305.13,4027.69,4277.44,4140.0,4348.72,4627.69,4083.08,4608.72,4184.1,4234.36,4211.28,4289.23,4614.87,4361.54,1,536
4296.92,4028.21,4268.21,4140.0,4347.18,4629.74,4086.15,4614.87,4196.41,4235.38,4207.69,4285.13,4612.31,4357.44,1,537
4300.51,4024.62,4270.26,4140.51,4348.72,4630.77,4087.69,4622.56,4206.15,4243.08,4204.62,4280.0,4609.74,4357.95,1,538
4305.13,4026.15,4278.97,4140.0,4349.23,4628.72,4086.15,4623.59,4203.08,4250.77,4202.05,4275.9,4609.74,4358.46,1,539
4298.97,4027.18,4270.77,4139.49,4345.64,4622.56,4080.51,4615.38,4204.1,4250.77,4197.95,4267.18,4611.28,4351.28,1,540
4290.26,4020.0,4260.0,4139.49,4345.64,4624.1,4077.44,4616.92,4213.85,4250.26,4194.36,4261.03,4609.74,4344.62,1,541
4284.62,4008.72,4265.64,4133.85,4343.08,4631.28,4082.56,4628.72,4211.79,4247.18,4191.28,4264.62,4602.05,4340.0,1,542
4277.44,4002.56,4266.15,4126.67,4336.92,4631.79,4087.18,4624.1,4197.44,4236.41,4188.21,4268.21,4593.85,4336.92,1,543
4274.36,3999.49,4260.0,4123.08,4334.87,4625.64,4086.15,4615.38,4197.44,4231.79,4188.21,4267.18,4590.26,4338.46,1,544
4279.49,3996.41,4262.56,4120.0,4334.36,4624.1,4086.15,4618.97,4200.51,4232.31,4190.77,4266.67,4592.31,4342.05,1,545
4286.67,3997.95,4263.08,4117.44,4329.74,4624.62,4090.77,4621.03,4193.85,4228.21,4190.26,4271.28,4594.87,4346.15,1,546
4294.36,4006.15,4264.1,4123.59,4329.74,4622.56,4094.87,4617.44,4197.44,4229.74,4196.92,4280.51,4600.0,4355.9,1,547
4303.59,4014.87,4273.85,4136.41,4339.49,4623.59,4091.79,4617.95,4204.62,4238.46,4205.64,4287.69,4608.72,4363.08,1,548
4309.74,4018.46,4280.0,4143.59,4345.13,4623.59,4084.1,4616.41,4194.87,4239.49,4206.67,4286.67,4613.33,4361.03,1,549
4311.28,4018.97,4277.95,4143.08,4343.59,4621.54,4083.08,4614.36,4188.21,4232.82,4206.67,4287.18,4611.79,4359.49,1,550
4310.77,4016.41,4280.51,4141.54,4341.54,4621.54,4087.69,4615.38,4195.9,4232.31,4209.74,4291.28,4610.77,4361.03,1,551
4305.13,4010.26,4282.56,4140.51,4337.44,4618.97,4086.67,4611.79,4191.79,4230.26,4205.13,4283.59,4609.74,4354.36,1,552
4294.87,4003.08,4272.31,4134.87,4332.31,4615.9,4083.59,4610.26,4185.13,4225.64,4190.77,4264.62,4592.31,4338.46,1,553
4289.74,4000.51,4260.0,4124.62,4333.85,4623.08,4086.15,4616.41,4193.85,4227.18,4184.1,4258.97,4578.97,4333.33,1,554
4292.31,4005.64,4252.31,4120.51,4336.41,4630.26,4087.18,4615.9,4196.92,4233.33,4188.21,4265.13,4587.18,4339.49,1,555
4293.33,4012.31,4247.69,4124.1,4337.95,4628.21,4083.59,4613.33,4198.46,4239.49,4193.85,4263.59,4597.44,4341.03,1,556
4287.69,4012.82,4247.18,4123.08,4342.05,4630.77,4087.18,4624.62,4217.44,4248.21,4196.92,4257.95,4600.0,4336.41,1,557
4284.1,4007.69,4246.15,4122.56,4345.13,4636.92,4092.82,4633.85,4222.05,4250.77,4198.46,4255.9,4604.62,4336.92,1,558
4289.74,4010.77,4251.28,4133.33,4349.23,4630.26,4090.26,4626.67,4204.62,4244.62,4201.03,4258.97,4610.77,4349.74,1,559
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,1,560
4316.92,4018.46,4284.62,4141.54,4341.54,4616.92,4080.51,4611.28,4200.51,4251.28,4219.49,4290.26,4628.72,4376.92,1,561
4315.9,4007.18,4283.59,4137.95,4336.92,4618.97,4088.72,4613.33,4197.44,4250.77,4223.59,4292.82,4626.15,4375.9,1,562
4313.85,4008.21,4282.56,4140.0,4340.51,4615.9,4097.44,4618.46,4203.59,4246.67,4220.51,4290.26,4621.03,4372.31,1,563
4309.74,4009.23,4281.03,4134.87,4338.97,4612.82,4101.03,4625.64,4213.33,4247.18,4212.82,4289.74,4620.51,4363.59,1,564
4296.41,3996.92,4268.72,4121.54,4337.95,4618.97,4099.49,4623.59,4207.69,4244.1,4206.67,4278.97,4614.36,4350.26,1,565
4282.05,3986.15,4252.31,4112.82,4338.46,4626.15,4094.36,4615.9,4199.49,4234.87,4197.95,4263.08,4598.97,4336.41,1,566
4275.9,3985.64,4244.1,4110.26,4335.9,4629.74,4087.69,4610.26,4197.44,4227.18,4185.64,4256.92,4585.64,4329.74,1,567
4281.03,3991.79,4246.67,4114.87,4338.97,4629.74,4080.51,4607.18,4193.85,4231.79,4188.21,4262.05,4592.31,4341.03,1,568
4298.46,4003.59,4260.0,4128.72,4349.23,4629.74,4084.1,4615.38,4205.13,4249.74,4208.21,4274.87,4614.36,4365.13,1,569
4314.36,4014.36,4274.36,4138.46,4349.74,4632.82,4092.82,4630.26,4220.51,4258.97,4222.56,4291.79,4627.18,4378.97,1,570
4313.33,4012.31,4279.49,4134.87,4340.51,4635.38,4093.85,4631.28,4213.85,4254.87,4222.05,4298.46,4627.18,4376.41,1,571
4307.69,4005.64,4279.49,4130.26,4337.95,4632.31,4090.26,4624.62,4204.1,4254.87,4222.05,4294.36,4627.18,4376.41,1,572
4311.79,4007.69,4280.51,4132.82,4343.59,4624.62,4090.77,4629.23,4219.49,4262.56,4223.08,4296.41,4627.69,4378.97,1,573
4312.82,4011.79,4281.54,4135.38,4345.64,4622.05,4091.79,4635.38,4232.31,4265.13,4220.0,4298.46,4627.69,4371.79,1,574
4304.1,4009.74,4279.49,4134.36,4345.64,4624.1,4089.74,4634.87,4225.64,4263.08,4218.97,4290.26,4623.59,4364.62,1,575
4298.97,4005.13,4272.82,4133.33,4348.72,4628.21,4091.79,4635.38,4221.54,4264.1,4216.92,4285.13,4618.97,4365.13,1,576
4298.97,4007.18,4264.62,4134.87,4349.23,4632.31,4092.31,4630.77,4220.51,4263.59,4215.38,4286.15,4622.56,4365.64,1,577
4296.92,4008.21,4263.08,4137.95,4348.72,4633.33,4090.26,4626.15,4219.49,4260.51,4217.44,4283.59,4625.13,4364.62,1,578
4295.38,4004.62,4273.85,4139.49,4347.69,4633.33,4095.38,4627.69,4216.92,4257.95,4218.46,4283.59,4620.51,4366.15,1,579
4294.87,4000.0,4280.0,4134.87,4339.49,4632.82,4100.51,4626.15,4208.21,4251.79,4213.33,4288.72,4614.36,4364.62,1,580
4292.82,3994.87,4273.33,4125.64,4330.77,4630.77,4096.92,4615.9,4198.97,4244.62,4206.15,4284.62,4608.72,4358.46,1,581
4289.23,3991.79,4264.62,4118.97,4330.26,4624.62,4092.82,4614.36,4196.92,4237.95,4201.03,4275.9,4605.13,4354.87,1,582
4286.15,3996.92,4264.62,4122.56,4336.92,4618.46,4094.87,4624.62,4202.56,4236.41,4200.51,4278.46,4609.74,4358.97,1,583
4289.23,4001.54,4270.77,4128.21,4338.46,4616.92,4097.44,4632.31,4209.74,4243.08,4206.67,4281.03,4613.33,4360.51,1,584
4288.72,3992.82,4270.26,4126.15,4332.31,4615.9,4094.36,4628.21,4207.69,4241.54,4206.15,4273.85,4606.15,4349.74,1,585
4282.56,3990.26,4264.1,4120.51,4332.82,4616.41,4090.26,4619.49,4200.51,4232.82,4196.92,4268.21,4597.95,4343.08,1,586
4285.64,4000.51,4260.0,4121.54,4342.56,4622.05,4089.74,4616.92,4203.08,4233.85,4196.92,4271.28,4598.97,4347.69,1,587
4289.23,4003.08,4254.36,4125.64,4347.18,4626.67,4087.18,4613.85,4204.62,4241.03,4203.08,4270.26,4604.1,4346.15,1,588
4279.49,3995.9,4253.33,4125.13,4344.1,4625.13,4083.59,4611.28,4204.1,4241.54,4202.56,4263.08,4601.03,4338.46,1,589
4272.82,3991.79,4256.41,4123.08,4341.54,4624.1,4085.13,4614.36,4200.51,4240.0,4196.92,4263.08,4595.9,4335.9,1,590
4278.97,3995.9,4254.36,4124.62,4341.54,4622.56,4085.64,4609.74,4190.26,4236.92,4195.38,4264.1,4599.49,4338.97,1,591
4284.1,4002.05,4251.79,4125.64,4340.0,4617.95,4083.08,4603.59,4185.64,4229.23,4196.92,4262.56,4604.62,4343.59,1,592
4284.62,4005.13,4259.49,4123.59,4335.38,4616.92,4085.13,4609.74,4191.79,4231.28,4200.51,4265.64,4606.67,4348.21,1,593
4288.21,4004.62,4265.64,4128.72,4335.9,4618.46,4087.69,4618.97,4196.41,4241.03,4209.23,4277.44,4609.74,4352.82,1,594
4294.36,4005.13,4264.62,4135.9,4340.0,4622.05,4089.74,4622.05,4198.46,4242.56,4214.87,4283.59,4612.31,4356.41,1,595
4289.23,3997.95,4263.59,4129.23,4335.38,4627.69,4099.49,4625.64,4201.03,4236.41,4208.72,4275.38,4607.69,4347.69,1,596
4274.87,3982.05,4261.54,4117.95,4329.74,4626.15,4102.05,4623.08,4198.97,4229.23,4196.41,4267.18,4594.87,4332.31,1,597
4273.85,3983.59,4262.05,4120.51,4331.28,4617.44,4088.72,4613.85,4200.0,4228.72,4191.28,4268.72,4586.15,4334.36,1,598
4283.59,3998.46,4265.64,4125.13,4334.36,4615.38,4080.0,4611.79,4203.08,4233.85,4193.85,4268.21,4587.18,4341.54,1,599
4286.15,4004.1,4264.1,4120.0,4337.44,4614.87,4081.54,4613.33,4194.87,4235.38,4196.41,4264.1,4587.18,4340.51,1,600
4290.77,4006.67,4266.67,4124.62,4341.54,4609.23,4078.97,4610.26,4188.21,4232.82,4200.51,4272.31,4591.28,4346.67,1,601
4298.46,4011.28,4268.72,4134.36,4342.56,4608.72,4078.97,4608.21,4193.33,4237.44,4207.18,4283.08,4598.97,4351.79,1,602
4294.87,4010.26,4265.13,4134.36,4342.56,4614.87,4086.67,4612.31,4194.87,4238.46,4205.64,4280.51,4595.38,4344.62,1,603
4289.23,4011.79,4266.67,4134.36,4343.59,4620.51,4090.26,4612.82,4190.77,4232.31,4201.54,4278.46,4591.28,4344.1,1,604
4294.87,4023.59,4274.36,4142.56,4344.1,4622.05,4088.21,4610.26,4193.33,4235.38,4206.67,4281.54,4602.56,4355.9,1,605
4301.03,4030.26,4273.85,4144.1,4345.13,4620.0,4087.69,4610.77,4194.87,4239.49,4208.21,4276.92,4609.74,4353.85,1,606
4294.87,4022.56,4264.1,4136.92,4338.97,4620.0,4088.21,4610.26,4193.33,4232.82,4199.49,4271.28,4600.0,4342.56,1,607
4285.64,4013.33,4262.05,4133.85,4332.31,4625.13,4089.23,4616.41,4197.44,4227.18,4195.38,4273.85,4591.28,4344.1,1,608
4288.21,4015.9,4268.21,4135.38,4336.41,4632.31,4090.26,4622.56,4201.03,4226.15,4199.49,4276.41,4592.31,4347.69,1,609
4288.72,4018.46,4267.69,4131.79,4338.97,4629.23,4086.15,4616.41,4191.79,4221.03,4196.41,4270.77,4590.26,4336.92,1,610
4280.0,4011.28,4261.54,4124.62,4333.85,4622.05,4082.05,4609.74,4185.64,4217.95,4188.21,4267.18,4585.64,4330.77,1,611
4280.0,4013.33,4264.1,4128.21,4335.9,4624.1,4087.18,4618.97,4193.85,4223.59,4190.26,4270.77,4587.18,4336.92,1,612
4289.74,4023.59,4271.28,4139.49,4343.08,4627.18,4093.33,4628.21,4203.59,4233.33,4198.46,4273.33,4591.28,4338.97,1,613
4291.79,4022.05,4268.72,4140.0,4340.51,4620.51,4088.72,4622.56,4198.97,4236.41,4197.44,4273.85,4590.77,4335.9,1,614
4288.72,4019.49,4263.59,4135.9,4337.44,4615.38,4082.05,4615.38,4192.31,4238.46,4193.85,4277.95,4593.85,4339.49,1,615
4289.23,4025.64,4266.15,4137.95,4343.08,4622.05,4083.08,4617.44,4203.59,4248.21,4202.05,4283.08,4603.08,4345.64,1,616
4289.23,4027.69,4268.21,4140.0,4348.21,4630.77,4086.67,4623.08,4213.85,4253.33,4211.28,4279.49,4610.77,4348.21,1,617
4291.28,4026.67,4265.13,4138.97,4345.64,4628.21,4086.15,4622.56,4203.08,4243.08,4206.15,4274.87,4611.79,4350.77,1,618
4294.36,4030.26,4263.59,4137.95,4341.03,4625.13,4084.1,4620.0,4199.49,4235.9,4204.1,4278.97,4609.74,4351.28,1,619
4293.85,4031.79,4267.18,4135.9,4342.56,4630.26,4090.77,4624.62,4210.26,4239.49,4207.18,4278.97,4608.21,4349.74,1,620
4292.31,4032.31,4269.74,4136.92,4346.15,4631.79,4094.36,4620.51,4200.51,4232.31,4201.03,4274.36,4605.64,4345.64,1,621
4294.36,4034.36,4267.18,4139.49,4343.59,4621.03,4084.62,4601.54,4175.38,4220.0,4190.26,4269.74,4598.97,4338.46,1,622
4290.26,4032.82,4263.08,4138.46,4338.46,4615.38,4078.97,4593.85,4174.36,4218.46,4189.23,4264.62,4592.82,4334.36,1,623
4288.72,4034.87,4268.21,4140.51,4343.59,4619.49,4083.08,4606.67,4199.49,4230.26,4201.03,4270.77,4603.08,4348.21,1,624
4302.56,4046.67,4279.49,4149.23,4350.77,4621.03,4082.56,4616.41,4213.85,4248.21,4214.87,4286.67,4620.51,4364.62,1,625
4316.92,4055.38,4283.08,4155.38,4350.26,4624.1,4080.51,4615.38,4205.13,4252.31,4217.95,4291.79,4623.08,4364.1,1,626
4313.33,4052.82,4282.05,4153.85,4350.77,4626.67,4081.03,4620.0,4202.05,4245.13,4211.28,4287.69,4614.36,4355.38,1,627
4303.59,4044.1,4281.03,4143.59,4352.82,4624.62,4082.05,4630.77,4213.85,4245.13,4207.18,4284.1,4608.72,4348.72,1,628
4298.46,4037.44,4273.33,4136.92,4350.77,4625.13,4084.1,4632.82,4214.36,4246.15,4204.1,4275.9,4603.59,4344.62,1,629
4296.92,4038.97,4267.18,4145.64,4348.72,4627.69,4084.1,4625.64,4204.62,4241.03,4199.49,4271.28,4599.49,4342.56,1,630
4295.9,4041.54,4266.67,4154.87,4350.26,4625.64,4079.49,4619.49,4204.62,4239.49,4197.44,4271.79,4601.54,4340.0,1,631
4294.87,4038.97,4265.13,4151.79,4350.77,4624.1,4075.38,4614.36,4202.05,4237.44,4193.33,4265.64,4596.41,4332.31,1,632
4295.9,4039.49,4265.64,4150.77,4351.79,4626.15,4074.87,4607.69,4192.31,4228.72,4188.21,4257.95,4587.18,4330.77,1,633
